cv_id,skills_text,technical_text,context_text,has_skills,has_technical,has_context
55,"Business analyst, Data modeling, Business intelligence, ERP implementation, html, Requirement Gathering, Power Bi, Project Management [[]]",EDUCATION: BBA in Management from SP University (2018). MBA in Information Technology from SP University (2020). EXPERIENCE: Business Analyst at JVV IT Solutions (Feb 2020 - till date).,CAREER OBJECTIVE: I am currently looking for an opportunity as a Data Science or Machine Learning Engineer. RESPONSIBILITIES: Mushak Forms Maintenance VAT Software & MS Office Maintenance VAT Ledger Management VAT Challan Coordination Liaison with VAT Office VAT Documentation Other Assigned Tasks,True,True,True
56,"Python Programming, Machine Learning, Natural language Processing, Numpy, NLTK, Text Analysis, Transformers, Series Analysis, Conversational AI [['Machine Learning', 'Natural Language Processing']]",EDUCATION: B.Tech in Computers from KCCE University (2019). EXPERIENCE: Machine Learning Developer at eLevaTe LtD. (Apr 2019 - till date).,CAREER OBJECTIVE: Recently graduated fresher experienced in Machine Learning and Natural Language Processing looking for roles that involve projects in the same. RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
57,"Data Analyst, Database Management, Data Integration, Machine Learning, Natural Language Processing, Artificial Intelligence, Deep Learning, Python, SQL, Data Science, Tableau, PowerBi, Business Analysis, AWS Lambda, Spark, PySpark, Azure, SQL Server [['Data Science', 'Machine Learning', 'Statistical Analysis', 'Azure', 'Python', 'SQL']]",EDUCATION: B.Com in Commerce from Madras University (2017). MBA from SRM University (SRMU) (2019). EXPERIENCE: Associate Data Science Engineer at Geakminds Inc (Jan 2018 - Ongoing).,RESPONSIBILITIES: Internal Audit Assistance Voucher & Bill Verification Cost Sheet Analysis L/C Voucher Verification Expense Verification Salary & Wages Verification Market Rate Verification,True,True,True
58,"Word, SAP Time Approval, Excel, Travel Arranger, Access Database, Purchase Reqs in SAP, OutLook, IOs in SAP, Pcard purchases, Royalty Agreement Tracking [['Proprietary Software License Administrator', 'SAP Labor', 'SAP IO creation', 'Purchase requisitions', 'Travel scheduling'], None, None, None]",EDUCATION: Associate of Arts in Administrative Assistance from Oklahoma Jr. College (1990). EXPERIENCE: ENGINEERING COORDINATOR at Company Name (Jul 1996 - Jul 2016). FACILITIES TEMP at Company Name (Nov 1995 - Jul 1996). FACILITIES ADMINISTRATOR at Company Name (Oct 1993 - Nov 1995). BULK TELLER at Company Name (Jan 1990 - Oct 1992).,CAREER OBJECTIVE: I desire to work for a company that provides career advancement opportunities in a friendly environment. I would like to develop skills that make me proficient in my job and an asset to the company. I have a varied skill set and enjoy learning new techniques. RESPONSIBILITIES: Machine Learning Design Data Analysis Model Training AI Integration Innovation Cross-Functional Collaboration Model Deployment Documentation Analytical Skills Communication Team Collaboration,True,True,True
59,"Data Science, Customer analytics, Data Visualization, Natural language Processing, SQL, Python, R, Tableau, Alteryx, Process Improvement [['Natural language Processing', 'Customer analytics']]",EDUCATION: B.Tech in ECE from Maulana Malviya College for Informatics (2020). EXPERIENCE: Data Managerial Intern at Orchidia Tours and Travels (Apr 2020 - Oct 2020).,"CAREER OBJECTIVE: I am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where I can apply my knowledge and skills for continuous improvement. RESPONSIBILITIES: Mikrotik Router Configuration OLT Device Setup & Management Integration with Billing Software Network Monitoring Tools Integration Connectivity Troubleshooting Technical Support & Escalation Installation & Configuration GPON/EPON Expertise Cisco, OLT, MikroTik Knowledge",True,True,True
60,"assembly, AutoCAD, automation, budgets, budget, CNC, electronics, layout, machine tools, machinery, market, materials, mathematics, mechanical, networks, packaging, PLC, policies, presentations, programming, Project management, quality, recording, sales, spreadsheet, team work [['AutoCAD', 'project management', 'mechanical design', 'team building'], ['project management', 'automation', 'production', 'quality'], ['mechanical', 'precision machining', 'G-Code programming', 'production control']]",EDUCATION: General Diploma in AutoCad from Penn State (2001). from Faith Christian Academy (1991). EXPERIENCE: Engineering Manager/Senior Mechanical Designer at Company Name (January 2001 - January 2015). Plant Manager/Project Manager at Company Name (January 1997 - January 2001). Precision Machinist at Company Name (January 1993 - January 1997).,RESPONSIBILITIES: iOS Lifecycle Requirement Analysis Native Frameworks iOS Development API Integration Technical Communication UI Design Performance Optimization Feature Collaboration Bug Fixing Code Translation High-Performance Development Task Management Cross-Team Collaboration Code Quality,True,True,True
61,"JavaScript (Angular), HTML/ CSS, Python (Django), SQL (PostgreSQL, Oracle), REST APIs (GraphQL), Git [['ticketing system management', 'network troubleshooting'], ['programming solutions research', 'interactive web app development', 'Python', 'Natural Language Toolkit']]",EDUCATION: B.S. in Computer Science from University of Texas (2021). EXPERIENCE: Technician at University of Texas Help Desk (January 2018 - May 2021). Research Assistant at UT Computer Science Institute (April 2015 - January 2018).,CAREER OBJECTIVE: Collaborative computer science graduate. Eager to secure an internship using my experience with natural language processing and building web apps for non-technical users to further the mission of Coursera in democratizing education across the world. RESPONSIBILITIES: Project Design Data Analysis ACCORD/Alliance Knowledge BNBC Standards Cost Estimation Feasibility Studies Documentation Compliance Site Monitoring Policy Enforcement Legal Compliance Data Management Team Collaboration,True,True,True
62,"Microsoft Office (Word, Excel, Power Point, Outlook), Abila MIP Fund Accounting Software, QuickBooks, QuickBooks Pro, Quicken, ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems [['Financial statement analysis', 'Account reconciliation', 'General ledger accounting', 'Time management', 'Organizational skills', 'Process Receivables', 'Process Retail Sales Revenue', 'Monthly financial statements and budget analysis', 'Monthly bank reconciliations', 'Prepare monthly Use Tax returns', 'General Ledger review', 'Streamline Procedures', 'Accounts Payable'], ['QuickBooks, QuickBooks Pro, Quicken', ""Worker's Compensation Audits"", 'Payroll functions', 'Sales Tax Reporting', 'Financial Statement Preparation', 'Bank Statement Reconciliations'], ['Accounts Receivable', 'Monthly billing', 'Accounts Payable verification', 'Payroll processing', 'Employee benefits management', 'COBRA documentation', 'Accounting duties'], ['Accounting Department management', 'Financial statement production', 'Payroll processing', 'Payroll tax reporting', 'Software implementation', 'Employee benefits program', 'Recruitment', 'Personnel management']]",EDUCATION: Bachelor of Science in Business Management from Arizona State University. EXPERIENCE: Staff Accountant at Company Name (08/2012 - Current). Independent Accounting Consultant at Company Name (08/2008 - 08/2012). Accounting Manager/Human Resources at Company Name (02/2007 - 06/2010). Accounting and Human Resources Manager at Company Name (05/2002 - 02/2007).,RESPONSIBILITIES: Design Creation CAD Drawings Design Optimization Team Collaboration Compliance Assurance Design Reviews Manufacturing Support Documentation,True,True,True
63,"Business Analytics, Data Analysis, Machine Learning, SQL, Firebase, AWS, GCP, Cloud Infrastructure, Python, Text Mining, Database Management and Processing, Time Series Analysis, Research Analysis ['big data analytics']",EDUCATION: B.Sc in Statistics from Lucknow University (2019). EXPERIENCE: Associate Data Scientist at E Express (Aug 2020 - Till Date).,"CAREER OBJECTIVE: I am looking for an opportunity to work as a Data Scientist. Possessing right and accurate skills at collecting, analyzing, interpreting large datasets and performing data management tasks. Under the guidance of company's professionals I can contribute to company's success using my extensive analytical skills. RESPONSIBILITIES: Mushak Forms Maintenance VAT Software & MS Office Maintenance VAT Ledger Management VAT Challan Coordination Liaison with VAT Office VAT Documentation Other Assigned Tasks",True,True,True
64,"Know-your-consumer (KYC), Statistical process control, Cost reduction and avoidance, Systems Engineering, Systems Engineering management, Software systems engineering, Quality control, Failure analysis, Tools of operations research, MS Office, Auto CAD, inspection, Lean manufacturing, process control, process design, simulation, system configuration [['Lean techniques', 'Kaizen Events'], ['extraction', 'Nutraceuticals', 'sub-critical Carbon-di-oxide']]","EDUCATION: Master of Science in Engineering Management from Oklahoma Christian University (current). Bachelor of Technology in Chemical Engineering from Sastra University, Tanjore Tamil Nadu (2016). EXPERIENCE: Engineering Intern at Company Name (06/2014 - 06/2014). at Company Name.","CAREER OBJECTIVE: looking for an opportunity as an engineer or related position which offers key participation, team-oriented tasks, immediate challenges and career opportunities in a reputed organization which will help me deliver my best and upgrade my skills in engineering and meet the demands of the organization. To utilize my technical skills for achieving the target and developing the best performance in the organization. I would like to implement my innovative ideas, skills and creativity for accomplishing projects. RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration",True,True,True
65,"Business Associate, Program Management, Presales, Artificial Intelligence, Data Analytics, Telecommunication, Machine Learning, Cloud, M&E, Conversational AI, Predictive Analytics, Sales, Business Development, NLP, RFP, Computer Vision [['Presales', 'Solutions', 'Marketing', 'AI', 'D&A']]",EDUCATION: B.Tech in Computers from SPPU (2018). EXPERIENCE: Business Associate at Tech Mahindra (May 2019 - Till Date).,CAREER OBJECTIVE: Business Analyst and a data engineer. I believe that data has the highest power when it comes to making informative decisions about business and therefore my objective is to always make sense from what a dataset is trying to convey. RESPONSIBILITIES: Relationship Building HR Collaboration Policy Development Training Management Record Keeping Compliance Employee Development Policy Enforcement Communication Task Execution,True,True,True
66,"Deep learning, Python, SQL, Keras, PyTorch, PySpark, Data Science, Data Analysis, Machine Learning, Natural Language Processing, Artificial Intelligence, Computer Vision, Pattern Recognition, NLP, OpenCV, Image Processing [['Computer Vision', 'NLP', 'Deep Learning', 'Image Processing']]","EDUCATION: Dual Degree (B.tech + M.Tech)(Chemical) in Chemical from Indian Institute of Technology (IIT), Kharagpur (2019). EXPERIENCE: Data Scientist at Innoplexus (Nov 2019 - Till Date).",RESPONSIBILITIES: Hardware & Software Installation System Monitoring IT Support Networking Expertise Mail Server Administration Security Management Troubleshooting & Repair Operations Support,True,True,True
67,"Data Science, Logistic Regression, Clustering, Data Structures, Software Engineer, Data Analytics, Machine Learning, Visual Studio, Statistical Analysis, Linux, Unix, Python, Software Developer [['Dashboards', 'Analytical Front-ends', 'Machine Learning', 'Statistical Modeling', 'Data Management']]",EDUCATION: Bsc (IT) in Information Technology from University of Mangalore (2019). EXPERIENCE: SDE at Systemica Consultants (Apr 2019 - Till date).,"RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
68,"Business Analysis, Machine Learning, Requirement Gathering, Data Analysis, Artificial Intelligence, Predictive Modeling, Deep Learning, Data Modeling, Manual Testing, Quality Assurance, Python, R, SQL, HTML, Numpy, Tensorflow [['Business Analysis', 'Data Analysis', 'Designing', 'Predictive Modeling']]","EDUCATION: B.Tech in Mechanical from Indian Institute of Technology (IIT), Mumbai (2020). EXPERIENCE: Business Analyst at Loyalty Rewards Management. Pvt. Ltd. (Aug 2020 - Till Date).","CAREER OBJECTIVE: Graduate analyst currently working as business analyst consultant. As an individual, I always try to overcome problems in the most analytical manner. I want to work on Machine Learning application problems that deal with real life scenarios. RESPONSIBILITIES: Hardware & Software Installation System Monitoring IT Support Networking Expertise Mail Server Administration Security Management Troubleshooting & Repair Operations Support",True,True,True
69,"Excellent communication, Inspecting, Team Lead, Modems, Processes, Scheduling, Technician, Trainer, Troubleshooting [['Operating systems and equipment', 'Training', 'Coordination', 'Fabrication', 'Maintenance'], ['Building and testing', 'Inspection', 'Testing', 'Improvement', 'Implementation'], ['Troubleshooting', 'Repair', 'Fabrication line management']]",EDUCATION: Bachelor of Science in Electronic Engineering Electronics Engineering Field from ITT Techinical Institute (2000). EXPERIENCE: Self-Sustaining Engineering Technician at Company Name (10/2000 - Current). Production Technician at Company Name (08/1999 - 09/1999). Electronic Technician at Company Name (08/1998 - 08/1999).,RESPONSIBILITIES: Apparel Sourcing Quality Garment Sourcing Reliable Partner Buyer/Vendor Communication,True,True,True
70,"assembly, ATM, Cadence, calibration, CA, hardware, DC, de-bugging, Ethernet, Graphic, ISO 9000, LabView, layout, Linux OS, Logic, Mentor, Access, MS Office, Windows, multimeters, network, networking, ORCAD, oscilloscopes, power supplies, procurement, purchasing, Quality Assurance, Routers, schematics, signal generators, SONET, Switches, T1, test equipment, trouble shooting, troubleshooting, validation, View [['testing', 'troubleshooting', 'ISO 9000', 'schematics', 'PCB rework'], ['testing', 'troubleshooting', 'ISO 9000', 'schematics', 'PCB rework'], ['testing', 'troubleshooting', 'ISO 9000', 'schematics', 'PCB layout']]",EDUCATION: Associate Degree in Electronics Engineering Technology from Solano College. EXPERIENCE: Electrical Engineering Lab Technician at Company Name (August 2007 - October 2014). Electrical Engineering Lab Technician at Company Name (January 2002 - June 2007). Electrical Engineering Technician and PCB Layout Designer at Company Name (April 1995 - November 2001).,RESPONSIBILITIES: Machine Learning Leadership Cross-Functional Collaboration Strategy Development ML/NLP Infrastructure Prototype Transformation ML System Design Algorithm Research Application Development Dataset Selection ML Testing Statistical Analysis R&D in ML/NLP Text Representation Data Pipeline Design Statistical Data Analysis Model Training Team Collaboration Research Reporting Algorithm Analysis,True,True,True
71,"Machine Learning, Natural Language Processing, Deep Learning, Business Analysis, Python, Numpy, Pandas, Scikit Learn, Tensorflow, Keras, PySpark ['Data Processing']",EDUCATION: B.Tech from Sl Thala Model college (2020). EXPERIENCE: Data Processing Junior Intern at SaiKo Computation (May 2019 - August 2019).,"CAREER OBJECTIVE: Seeking Roles In Machine Learning, Natural Language Processing, Deep Learning. Previously worked as a Data Processing intern. Having good knowledge in using Python Libraries and different data processing tools. RESPONSIBILITIES: Machine Learning Leadership Cross-Functional Collaboration Strategy Development ML/NLP Infrastructure Prototype Transformation ML System Design Algorithm Research Application Development Dataset Selection ML Testing Statistical Analysis R&D in ML/NLP Text Representation Data Pipeline Design Statistical Data Analysis Model Training Team Collaboration Research Reporting Algorithm Analysis",True,True,True
72,"Net, photo, agile, analyst, Apple, automation, banking, budgets, business plan, closing, com, consulting, content, contracts, credit, encryption, client, customer satisfaction, data migration, database administration, driving, e-commerce, features, financial, hiring, imaging, information technology, insurance, interpretation, inventory, managing, market planning, marketing, market, marketing and sales, messaging, office, new product development, developer, order management, camera, policies, presenting, pricing, procurement, product development, Product manager, product management, product marketing, program management, quality, quality assurance, QA, radio, real-time, receiving, retail, sales, sales management, shipping, software development, stories, strategy, supply chain, technical support, television, upgrades, UI design, utilities, venture capital, vision, workflow, year-end [['communication', 'networks'], ['agile', 'UI design', 'mobile development'], ['imaging', 'product management'], ['e-commerce', 'UI design'], ['mobile development', 'UI design'], ['software development', 'technology development'], ['product marketing', 'sales'], ['product management', 'program management'], ['technical consulting', 'web services design'], ['electronic sales management', 'venture capital']]",EDUCATION: Master of Science in Management of Technology from Georgia Institute of Technology (2006). Bachelor of Science in Computer Science from Rutgers University (1992). EXPERIENCE: Director of Engineering at Calero (04/2018 - 05/2018). Sr. Director Software Development at CLA (04/2016 - 04/2018). VP of Engineering and Operations at PictureU (08/2013 - 04/2016). CTO at Ticket Alternative (02/2012 - 08/2013). Co-Founder and COO at Triplingo (01/2011 - 02/2012). VP of Engineering at Deposco (01/2009 - 12/2010). VP Solutions Sales at SVG (Servigistics) (09/2006 - 12/2008). CTO at Commerce Science (04/2004 - 09/2006). Independent Consultant at MediaOcean (01/2003 - 04/2004). CTO & Founder (10/1999 - 11/2002).,RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
73,"Python, Webscrapping, PowerBI, Data Cleaning, Data Preparation, Data Analysis, Predictive Modeling, Data Analytics, Pivot Table, SQL, PostgreSQL, Analytics, Excel, Machine Learning, XML ['Creating dashboards for sales and profits']",EDUCATION: Bachelor of Science in Statistics from Mumbai University (2020). EXPERIENCE: Junior Analyst at Dell Technologies (Jul 2019 - Sep 2020).,"CAREER OBJECTIVE: strong willingness to exhibit my proficiency in Analytical tools, Statistics and Computing Methodologies in the professional environment. RESPONSIBILITIES: Management Trainee Mechanical Systems Maintenance & Troubleshooting Performance Analysis Project Support Process Improvement Training & Development Administrative Support",True,True,True
74,"Data Analysis, Machine learning, Data Mining, Natural Language Processing, Linear Regression, Cluster Analysis, Correlation Analysis, Logistic Regression, Principal Component Analysis, Anova, Neural Networks, R, Python, MySQL, Tableau, Excel, SPSS, Decision tree [['Natural Language Processing', 'Python', 'Machine learning']]",EDUCATION: BSc(CA) in Computer Applications from MamCO University (2018). MSc(CA) in Computer Applications from MamCO University (2020). EXPERIENCE: Machine Learning Junior Developer at KPMMC Inc. (Aug 2020 - Ongoing).,"CAREER OBJECTIVE: A curiosity-driven data scientist, eager to leverage machine learning and data analytics to extract meaningful insights, make informed decisions and solve challenging business problems. I ensure to contribute with my knowledge, logical thinking and analytical skills towards the consistent growth and development of the organization, and enhance my experience through continuous learning and teamwork. RESPONSIBILITIES: Administrative Support Scheduling Filing & Documentation Communication Team Support Equipment Maintenance Information Provision Inventory Management Team Collaboration OHS Policy Development Safety Advice Risk Assessment Policy Review OHS Training Safety Inspections Unsafe Act Prevention Incident Investigation Report Preparation",True,True,True
75,"3d, accounting, Accountant, Accounts receivables, Adobe Illustrator, Adobe Photoshop, Pagemaker, Audio Editing, auditing, banking, book, Budget preparation, contracts, cost analysis, credit, clients, debit, Dec, documentation, Dos, senior Management, finance, Financial, financial management, Preparation of Financial Statements, HR, Inspection, Inventory, inventory control, Macro Media Director, MS Office, 2K, Windows 9.x, works, MIS, modeling, Developer 2000, Oracle 8I, Oracle, payroll, policies, reporting, Sales, tax, Video Editing [['accounting'], ['accounting'], ['Accounting', 'MIS', 'Finance'], ['accounting'], ['Accounting'], ['accounting']]",EDUCATION: MBA in Finance from Vidyasagar University (2006). from Mohan Lal Sukhadia University (2000). EXPERIENCE: Accountant at Company Name (October 2011 - August 2015). Accountant at Company Name (January 2009 - September 2011). Accountant at Auto1 (Al-Ghannam Auto World Co. WLL) (August 2007 - December 2008). Accountant at Company Name (April 2006 - May 2007). Account Assistant at Company Name (October 2001 - March 2006). Account Assistant at Digital Vish Computers (September 2000 - September 2001).,"CAREER OBJECTIVE: To pursue excellence in the dynamic business world by obtaining a placement allowing me to perform in an environment where honesty, sincerity & a positive attitude would be valued. I would like to take up a challenging job to nourish my qualification, expertise & experience within a reputed organization & further enhance my performance. RESPONSIBILITIES: Administrative Support Scheduling Filing & Documentation Communication Team Support Equipment Maintenance Information Provision Inventory Management Team Collaboration OHS Policy Development Safety Advice Risk Assessment Policy Review OHS Training Safety Inspections Unsafe Act Prevention Incident Investigation Report Preparation",True,True,True
76,"Python, Java, HTML 5, SQL, C Programming, Excel, Access","EDUCATION: Bachelor of Science in Computer Science, Minor: Mathematics from North Dakota State University (20XX). EXPERIENCE: Software Engineering Intern at IBM (May 20XX - August 20XX). IT Help Desk Support at NDSU IT (April 20XX - May 20XX).",CAREER OBJECTIVE: To obtain a computer engineering internship at XYZ Company that will utilize my problem-solving abilities and to further sharpen my skills in computer science. RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
77,"3D modeling, architectural drafting, AutoCAD, read blueprints, carpentry, Detail oriented, drafting, email, floor plans, frame, 3dsMax, mechanical, messaging, Microsoft Office applications, Multi-tasking, painting, problem solving skills, reading, renovation, Revit, self-motivated, supervisor [['creating and finalizing drawings', 'Review projects', 'Assisting customers', 'Multi-tasking'], ['Loaded and unloaded packages'], ['Maintained campus upkeep', 'Repaired, Replaced, and installed signs'], ['Maintained building appearance', 'Involved in renovation projects', 'Janitorial work']]",EDUCATION: A.A.S in Drafting and Design from ITT Technical Institute (June 2015). EXPERIENCE: Engineering Technician at Company Name (July 2015 - June 2017). Material Handler at Company Name (July 2014 - December 2014). Laborer at Company Name (June 2013 - August 2013). Janitorial/Construction Laborer at Company Name (June 2010 - August 2011).,"CAREER OBJECTIVE: Creative and innovative draftsman, passionate about building designs and advanced construction solutions. Seeking the best opportunity to further enhance present professional experience and expand knowledge base on architectural designs, while growing with an organization. RESPONSIBILITIES: Trade Marketing Executive Brand Visibility, Sales Targets Field Marketing, Campaigns, Product Distribution Brand Head Excel, KPIs Tracking",True,True,True
78,"Requirement Analysis, Machine Learning, Predictive Analytics, Python, Tableau, PowerBI, R, SQL, Advanced Excel, Business Analytics [['Python', 'SQL', 'Tableau', 'Power BI']]",EDUCATION: B.CA in Computer Applications from Sri Venkateshwara University (SVU) (2020). EXPERIENCE: BU Analyst Intern at CDX Infotech (August 2019 - January 2020).,CAREER OBJECTIVE: Graduate Looking for roles related to BU analyst and machine learning. RESPONSIBILITIES: Data Platform Design Data Pipeline Development ETL Processes SQL Query Optimization Data Integration & Transformation Data Modeling Stakeholder Collaboration Data Quality Monitoring Continuous Learning,True,True,True
79,"accounting, accounts payable, Accounts Receivable, ADP, advertising, AR, balance sheet, balance, bank reconciliations, benefits, billing, billings, book keeping, budget, cash flow projections, cash flow, controller, Credit, clients, data collection, delivery, documentation, email, Finance, financial, financial reporting, financial statements, fixed assets, General Ledger, inventory, job costing, ledger, legal, materials, meetings, Microsoft Access, Microsoft Excel, Excel, Microsoft Word, negotiating, DBA, Payables, payroll, Peachtree, processes, coding, purchasing, Express, Quick Books, QuickBooks, Research, Sage, Sales, Spreadsheet, Tax, software support, valuation, year-end [['financial statements', 'reconciliation', 'sales tax', 'payables', 'rent rates', 'leasing', 'cash flow'], ['collections', 'PO entry', 'payables', 'cash flow projections', 'ordering', 'unit valuation'], ['reconciliation', 'ledger', 'spreadsheet design', 'accounts reconciliation'], ['accounting processes', 'bank reconciliations', 'software transition', 'client analysis']]",EDUCATION: Bachelor of Science in Accounting from University of North Carolina (2010). Bachelor of Science in Business Administration Finance (2010). EXPERIENCE: Staff Accountant at Company Name (January 2014 - October 2014). Staff Accountant at Company Name (March 2013 - January 2014). Staff Accountant at Company Name (April 2012 - March 2013). Financial Management Partner at Company Name (July 2010 - August 2011).,RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration,True,True,True
80,"iFixit Pro Tech Toolkit, PassMark MemTest86, Malwarebytes, Recuva, Ultimate Boot CD (UBCD), Windows Installation USB/DVD, TeamViewer, Driver Booster, Falcon Dust-Off Compressed Gas Duster, Fluke 115 Compact True-RMS Digital Multimeter [['iFixit Pro Tech Toolkit', 'Fluke 115 Compact True-RMS Digital Multimeter', 'Windows Installation USB/DVD', 'Recuva'], ['Driver Booster', 'PassMark MemTest86', 'Falcon Dust-Off Compressed Gas Duster', 'Ultimate Boot CD (UBCD)'], ['TeamViewer', 'iFixit Pro Tech Toolkit', 'Malwarebytes']]",EDUCATION: Associate of Applied Science in Electronics and Computer Technology from DeVry University (2018). EXPERIENCE: Computer Repair Technician at YZA Technologies (2022 - current). Computer Technician at Sherwin-Williams (2020 - 2022). Help Desk Technician at OhioHealth (2018 - 2020).,CAREER OBJECTIVE: Computer Repair Technician RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
81,"Seasoned Leadership, Experienced Manager, Motivated, Balanced",EDUCATION: Bachelor of Arts Degree in Communications from Stephen F. Austin State University. EXPERIENCE: Partner; Business Development at Company Name (11/2011 - 05/2014). Regional Manager; Consumer Engagement at Company Name (06/2009 - 10/2011). Regional Event Marketing Manager at Company Name (05/2002 - 06/2009). One-on-One Marketing Supervisor at Company Name (05/1998 - 05/2002). Sales Representative at Company Name (02/1992 - 05/1998).,"CAREER OBJECTIVE: A versatile and dynamic manager and marketing professional with more than (20) years of sales, management, marketing and promotional experience. A goal oriented and trusted leader, able to communicate effectively with people of all ages and backgrounds, to work collaboratively to resolve problems and to motivate team members to achieve personal and organizational objectives. RESPONSIBILITIES: 15+ Years Banking Experience Audit/Inspection/ICC Leadership Internal Audit & Compliance Risk-Based Operational Reviews System-Based Audit Expertise Knowledge of Bangladeshi Laws",True,True,True
82,"Python, Machine Learning, Natural Language Processing, Text Mining, Data Scientist, Data Analyst, Deep Learning, MongoDB, SQL, Flask, Data Analytics, Big Data Analytics ['Machine Learning']",EDUCATION: B.Tech in Big Data Analytics from Thakur Shiv Kumar Singh Memorial Engineering College (2019). Diploma from Institute for Advanced Computing and Software Development (2019). EXPERIENCE: Machine Learning Engineer at Bristlecone (Nov 2018 - Apr 2020).,RESPONSIBILITIES: Open-Source Technologies CI/CD Culture & Tooling Product Availability & Scalability Automation (Build & Deploy) Monitoring & Reliability Infrastructure Innovation Software Engineering Velocity Infrastructure Resiliency Security & Data Availability,True,True,True
83,"Snowflake, Python, C++, R, SQL, Tableau, PyTorch [['Computer Vision', 'Machine Learning', 'Data Collection', 'KPI Reports'], ['Predictive Modeling', 'Data Analysis', 'Algorithm Development', 'Data Visualization'], ['Data Science', 'Algorithm Development', 'Strategic Insights', 'Business Communication']]",EDUCATION: B.S. in Engineering from University of British Columbia (2013). EXPERIENCE: Computer Vision Scientist at AbCellera (July 2014 - current). IT Data Scientist at Microsoft (January 2012 - June 2014). Associate Data Scientist at Swiss Re (May 2012 - May 2014).,"CAREER OBJECTIVE: Senior Computer Vision Scientist with 10+ years of experience working with data and data sets of varying size and complexity. As a seasoned Computer Scientist, I am looking to continue my career in a senior or director-level position with AbCellera. RESPONSIBILITIES: Mushak Forms Maintenance VAT Software & MS Office Maintenance VAT Ledger Management VAT Challan Coordination Liaison with VAT Office VAT Documentation Other Assigned Tasks",True,True,True
84,"Mechanically-inclined, Diagnosis and repair, Skilled concrete finisher, Preventative maintenance, Dexterous with hand tools, Suspension and alignment, Strong attention to detail, Brake systems expertise, Troubleshooting, Brake repair and replacement, Responsible and reliable, Strategic thinker, Excellent problem solver, Self-starter, Decisive, Critical thinker, customer service, documentation, forklift, forms, legal, materials, policies, problem solving skills, progress, quality assurance, read, repairs, safety, struts, supervisor, tear","EDUCATION: Diploma in General Studies from Maury High School (1986). in Industrial Maintenance Industrial Engineering, Production Engineering, Mechanical Engineering and Engineering Welding Fabrication, Industrial and Tool Manufacturing Technology and Process Technology from Lamar Institute of Technology. EXPERIENCE: Engineering Aide at Company Name (12/2006 - 04/2009). Service Technician at Company Name (08/2004 - 12/2006). Concrete Finisher at Company Name (05/1997 - 07/2004). at Company Name (05/1989 - 06/1996).",RESPONSIBILITIES: Open-Source Technologies CI/CD Culture & Tooling Product Availability & Scalability Automation (Build & Deploy) Monitoring & Reliability Infrastructure Innovation Software Engineering Velocity Infrastructure Resiliency Security & Data Availability,True,True,True
85,"Machine Learning, Natural Language Processing, Artificial Intelligence, Python, SQL, Docker, Spacy, Numpy, Pandas, TensorFlow [['Machine Learning', 'IoT', 'Productionizing ML models']]","EDUCATION: Integrated B.E. and M.Sc Hons. in Hons. Mechanical Engineering from Birla Institute of Technology and Science (BITS), Pilani (2020). EXPERIENCE: Machine Learning Engineer Intern at KRUZR (Dec 2019 - August 2020).","CAREER OBJECTIVE: Machine Learning Engineer seeking roles in Machine Learning, Natural Language Processing, Artificial Intelligence, Data Science. RESPONSIBILITIES: Data Platform Design Data Pipeline Development ETL Processes SQL Query Optimization Data Integration & Transformation Data Modeling Stakeholder Collaboration Data Quality Monitoring Continuous Learning",True,True,True
